uniprot_acc	uniprot_name	seq_len	uniprot_description	uniprot_organism	seq_mw
O95393	BMP10	424	Bone morphogenetic protein 10	HUMAN	55668.52
O95394	PGM3	542	Phosphoacetylglucosamine mutase	HUMAN	69599.3400000001
O95395	GCNT3	438	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	HUMAN	58737.0200000001
O95396	MOCS3	460	Adenylyltransferase and sulfurtransferase MOCS3	HUMAN	57939.32
O95397	PLEKHA8P1	391	Putative protein PLEKHA9	HUMAN	50565.3700000001
O95398	RAPGEF3	923	Rap guanine nucleotide exchange factor 3	HUMAN	120362.8
O95399	UTS2	124	Urotensin-2	HUMAN	16511.73
O95400	CD2BP2	341	CD2 antigen cytoplasmic tail-binding protein 2	HUMAN	43772.2
O95402	MED26	600	Mediator of RNA polymerase II transcription subunit 26	HUMAN	76238.4299999998
O95405	ZFYVE9	1425	Zinc finger FYVE domain-containing protein 9	HUMAN	182058.959999999
O95406	CNIH1	144	Protein cornichon homolog 1	HUMAN	19275.48
O95407	TNFRSF6B	300	Tumor necrosis factor receptor superfamily member 6B	HUMAN	38066.65
O95409	ZIC2	532	Zinc finger protein ZIC 2	HUMAN	64572.83
O95411	TIAF1	115	TGFB1-induced anti-apoptotic factor 1	HUMAN	14468.11
O95415	BRI3	125	Brain protein I3	HUMAN	15879.08
O95416	SOX14	240	Transcription factor SOX-14	HUMAN	30791.37
O95424	DEXI	95	Dexamethasone-induced protein	HUMAN	12122.84
O95425	SVIL	2214	Supervillin	HUMAN	287616.97
O95427	PIGN	931	GPI ethanolamine phosphate transferase 1	HUMAN	122566.069999999
O95428	PAPLN	1278	Papilin	HUMAN	160707.57
O95429	BAG4	457	BAG family molecular chaperone regulator 4	HUMAN	57809.39
O95433	AHSA1	338	Activator of 90 kDa heat shock protein ATPase homolog 1	HUMAN	44345.94
O95436	SLC34A2	690	Sodium-dependent phosphate transport protein 2B	HUMAN	88173.27
O95445	APOM	188	Apolipoprotein M	HUMAN	24622.46
O95447	LCA5L	670	Lebercilin-like protein	HUMAN	88557.7900000001
O95450	ADAMTS2	1211	A disintegrin and metalloproteinase with thrombospondin motifs 2	HUMAN	156555.31
O95452	GJB6	261	Gap junction beta-6 protein	HUMAN	35071.86
O95453	PARN	639	Poly(A)-specific ribonuclease PARN	HUMAN	84945.56
O95455	TGDS	350	dTDP-D-glucose 4,6-dehydratase	HUMAN	46501.75
O95456	PSMG1	288	Proteasome assembly chaperone 1	HUMAN	38024.72
O95460	MATN4	622	Matrilin-4	HUMAN	79675.5800000001
O95461	LARGE1	756	LARGE xylosyl- and glucuronyltransferase 1	HUMAN	101668.77
O95466	FMNL1	1100	Formin-like protein 1	HUMAN	141654.04
O95470	SGPL1	568	Sphingosine-1-phosphate lyase 1	HUMAN	73739.39
O95471	CLDN7	211	Claudin-7	HUMAN	26202.17
O95473	SYNGR4	234	Synaptogyrin-4	HUMAN	30017.99
O95475	SIX6	246	Homeobox protein SIX6	HUMAN	32101.54
O95476	CTDNEP1	244	CTD nuclear envelope phosphatase 1	HUMAN	32755.18
O95477	ABCA1	2261	Phospholipid-transporting ATPase ABCA1	HUMAN	295020.409999999
O95478	NSA2	260	Ribosome biogenesis protein NSA2 homolog	HUMAN	34731.82
O95479	H6PD	791	GDH/6PGL endoplasmic bifunctional protein	HUMAN	103126.2
O95484	CLDN9	217	Claudin-9	HUMAN	26740.19
O95486	SEC24A	1093	Protein transport protein Sec24A	HUMAN	139423.639999999
O95487	SEC24B	1268	Protein transport protein Sec24B	HUMAN	160244.889999999
O95490	ADGRL2	1459	Adhesion G protein-coupled receptor L2	HUMAN	189617.509999999
O95497	VNN1	513	Pantetheinase	HUMAN	66236.33
O95498	VNN2	520	Vascular non-inflammatory molecule 2	HUMAN	67853.87
O95500	CLDN14	239	Claudin-14	HUMAN	29987.26
O95502	NPTXR	500	Neuronal pentraxin receptor	HUMAN	61836.9600000001
O95503	CBX6	412	Chromobox protein homolog 6	HUMAN	51303.0999999999
O95521	PRAMEF1	474	PRAME family member 1	HUMAN	63671.1
O95522	PRAMEF12	483	PRAME family member 12	HUMAN	63317.5
O95528	SLC2A10	541	Solute carrier family 2, facilitated glucose transporter member 10	HUMAN	66640.7999999999
O95544	NADK	446	NAD kinase	HUMAN	57245.73
O95551	TDP2	362	Tyrosyl-DNA phosphodiesterase 2	HUMAN	47433.65
O95561	C1orf105	183	Uncharacterized protein C1orf105	HUMAN	24487.73
O95562	SFT2D2	160	Vesicle transport protein SFT2B	HUMAN	20644.15
O95563	MPC2	127	Mitochondrial pyruvate carrier 2	HUMAN	16549.05
O95567	C22orf31	290	Uncharacterized protein C22orf31	HUMAN	37861.59
O95568	METTL18	372	Histidine protein methyltransferase 1 homolog	HUMAN	48832.35
O95571	ETHE1	254	Persulfide dioxygenase ETHE1, mitochondrial	HUMAN	32431.29
O95573	ACSL3	720	Long-chain-fatty-acid--CoA ligase 3	HUMAN	93374.27
O95600	KLF8	359	Krueppel-like factor 8	HUMAN	45763.6100000001
O95602	POLR1A	1720	DNA-directed RNA polymerase I subunit RPA1	HUMAN	225782.31
O95613	PCNT	3336	Pericentrin	HUMAN	438124.240000003
O95619	YEATS4	227	YEATS domain-containing protein 4	HUMAN	30571.26
O95620	DUS4L	317	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like	HUMAN	41509.97
O95622	ADCY5	1261	Adenylate cyclase type 5	HUMAN	161609.289999999
O95625	ZBTB11	1053	Zinc finger and BTB domain-containing protein 11	HUMAN	138337.19
O95626	ANP32D	131	Acidic leucine-rich nuclear phosphoprotein 32 family member D	HUMAN	17148.21
O95628	CNOT4	575	CCR4-NOT transcription complex subunit 4	HUMAN	73851.4899999998
O95630	STAMBP	424	STAM-binding protein	HUMAN	55698.0200000001
O95631	NTN1	604	Netrin-1	HUMAN	78612.58
O95633	FSTL3	263	Follistatin-related protein 3	HUMAN	32383.96
O95639	CPSF4	269	Cleavage and polyadenylation specificity factor subunit 4	HUMAN	35083.29
O95644	NFATC1	943	Nuclear factor of activated T-cells, cytoplasmic 1	HUMAN	118214.21
O95661	DIRAS3	229	GTP-binding protein Di-Ras3	HUMAN	29969.12
O95665	NTSR2	410	Neurotensin receptor type 2	HUMAN	52754.0500000001
O95670	ATP6V1G2	118	V-type proton ATPase subunit G 2	HUMAN	15712.34
O95671	ASMTL	621	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	HUMAN	80027.4299999999
O95672	ECEL1	775	Endothelin-converting enzyme-like 1	HUMAN	101736.51
O95674	CDS2	445	Phosphatidate cytidylyltransferase 2	HUMAN	59417.4100000001
O95677	EYA4	639	Eyes absent homolog 4	HUMAN	80999.6399999999
O95678	KRT75	551	Keratin, type II cytoskeletal 75	HUMAN	69469.5599999999
O95684	CEP43	399	Centrosomal protein 43	HUMAN	50235.67
O95685	PPP1R3D	299	Protein phosphatase 1 regulatory subunit 3D	HUMAN	37928.11
O95696	BRD1	1058	Bromodomain-containing protein 1	HUMAN	138563.95
O95704	APBB3	486	Amyloid-beta A4 precursor protein-binding family B member 3	HUMAN	61323.43
O95707	POP4	220	Ribonuclease P protein subunit p29	HUMAN	29370.43
O95711	LY86	162	Lymphocyte antigen 86	HUMAN	20806.38
O95714	HERC2	4834	E3 ubiquitin-protein ligase HERC2	HUMAN	614304.889999998
O95715	CXCL14	111	C-X-C motif chemokine 14	HUMAN	15059.44
O95716	RAB3D	219	Ras-related protein Rab-3D	HUMAN	28194.86
O95718	ESRRB	433	Steroid hormone receptor ERR2	HUMAN	55837.11
O95721	SNAP29	258	Synaptosomal-associated protein 29	HUMAN	33600.67
O95727	CRTAM	393	Cytotoxic and regulatory T-cell molecule	HUMAN	51703.3
O95741	CPNE6	557	Copine-6	HUMAN	72008.51
O95744	PMS2P2	297	Putative postmeiotic segregation increased 2-like protein 2	HUMAN	38001.94
O95747	OXSR1	527	Serine/threonine-protein kinase OSR1	HUMAN	67499.1399999999
O95749	GGPS1	300	Geranylgeranyl pyrophosphate synthase	HUMAN	40258
O95750	FGF19	216	Fibroblast growth factor 19	HUMAN	27876.2
O95751	LDOC1	146	Protein LDOC1	HUMAN	19580.68
O95754	SEMA4F	770	Semaphorin-4F	HUMAN	97366.24
O95755	RAB36	333	Ras-related protein Rab-36	HUMAN	42304.05
O95757	HSPA4L	839	Heat shock 70 kDa protein 4L	HUMAN	109610.72
O95758	PTBP3	552	Polypyrimidine tract-binding protein 3	HUMAN	69616.96
O95759	TBC1D8	1140	TBC1 domain family member 8	HUMAN	151356.399999999
O95760	IL33	270	Interleukin-33	HUMAN	35605.9
O95772	STARD3NL	234	STARD3 N-terminal-like protein	HUMAN	30852.56
O95777	LSM8	96	U6 snRNA-associated Sm-like protein LSm8	HUMAN	12114.29
O95780	ZNF682	498	Zinc finger protein 682	HUMAN	67315.4400000002
O95782	AP2A1	977	AP-2 complex subunit alpha-1	HUMAN	125130.67
O95785	WIZ	1651	Protein Wiz	HUMAN	208401.790000001
O95786	DDX58	925	Antiviral innate immune response receptor RIG-I	HUMAN	123247.41
O95789	ZMYM6	1325	Zinc finger MYM-type protein 6	HUMAN	171942.729999999
O95793	STAU1	577	Double-stranded RNA-binding protein Staufen homolog 1	HUMAN	73559.83
O95800	GPR75	540	Probable G-protein coupled receptor 75	HUMAN	69070.05
O95801	TTC4	387	Tetratricopeptide repeat protein 4	HUMAN	51633.1
O95803	NDST3	873	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3	HUMAN	116612.74
O95807	TMEM50A	157	Transmembrane protein 50A	HUMAN	20210.95
O95810	CAVIN2	425	Caveolae-associated protein 2	HUMAN	54812.1899999999
O95813	CER1	267	Cerberus	HUMAN	34875.96
O95816	BAG2	211	BAG family molecular chaperone regulator 2	HUMAN	27555.51
O95817	BAG3	575	BAG family molecular chaperone regulator 3	HUMAN	71936.1299999999
O95819	MAP4K4	1239	Mitogen-activated protein kinase kinase kinase kinase 4	HUMAN	164405.219999999
O95822	MLYCD	493	Malonyl-CoA decarboxylase, mitochondrial	HUMAN	63867.7300000001
O95825	CRYZL1	349	Quinone oxidoreductase-like protein 1	HUMAN	44966.5700000001
O95831	AIFM1	613	Apoptosis-inducing factor 1, mitochondrial	HUMAN	77927
O95832	CLDN1	211	Claudin-1	HUMAN	26527.52
O95833	CLIC3	236	Chloride intracellular channel protein 3	HUMAN	30882.49
O95834	EML2	649	Echinoderm microtubule-associated protein-like 2	HUMAN	82353.88
O95835	LATS1	1130	Serine/threonine-protein kinase LATS1	HUMAN	147210.21
O95837	GNA14	355	Guanine nucleotide-binding protein subunit alpha-14	HUMAN	47948.6600000001
O95838	GLP2R	553	Glucagon-like peptide 2 receptor	HUMAN	72946.7900000001
O95841	ANGPTL1	491	Angiopoietin-related protein 1	HUMAN	65547.9000000001
O95843	GUCA1C	209	Guanylyl cyclase-activating protein 3	HUMAN	27569.73
O95847	SLC25A27	323	Mitochondrial uncoupling protein 4	HUMAN	41865.47
O95848	NUDT14	222	Uridine diphosphate glucose pyrophosphatase NUDT14	HUMAN	28100.04
O95857	TSPAN13	204	Tetraspanin-13	HUMAN	25804.78
O95858	TSPAN15	294	Tetraspanin-15	HUMAN	38444.11
O95859	TSPAN12	305	Tetraspanin-12	HUMAN	40859.76
O95861	BPNT1	308	3'(2'),5'-bisphosphate nucleotidase 1	HUMAN	38923.69
O95863	SNAI1	264	Zinc finger protein SNAI1	HUMAN	33821.44
O95864	FADS2	444	Acyl-CoA 6-desaturase	HUMAN	60240.9800000001
O95865	DDAH2	285	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	HUMAN	34760.79
O95866	MPIG6B	241	Megakaryocyte and platelet inhibitory receptor G6b	HUMAN	30487.46
O95867	LY6G6C	125	Lymphocyte antigen 6 complex locus protein G6c	HUMAN	16055.37
O95868	LY6G6D	133	Lymphocyte antigen 6 complex locus protein G6d	HUMAN	16069.03
O95870	ABHD16A	558	Phosphatidylserine lipase ABHD16A	HUMAN	73278.7600000001
O95872	GPANK1	356	G patch domain and ankyrin repeat-containing protein 1	HUMAN	45709.9199999999
O95873	C6orf47	294	Uncharacterized protein C6orf47	HUMAN	36988.85
O95876	WDPCP	746	WD repeat-containing and planar cell polarity effector protein fritz homolog	HUMAN	98506.4799999998
O95881	TXNDC12	172	Thioredoxin domain-containing protein 12	HUMAN	22286.68
O95886	DLGAP3	979	Disks large-associated protein 3	HUMAN	123660.61
O95897	OLFM2	454	Noelin-2	HUMAN	59547.9400000001
O95900	TRUB2	331	Mitochondrial mRNA pseudouridine synthase TRUB2	HUMAN	42640.12
O95905	ECD	644	Protein ecdysoneless homolog	HUMAN	84342.9199999999
O95907	SLC16A8	504	Monocarboxylate transporter 3	HUMAN	61381.6699999999
O95918	OR2H2	312	Olfactory receptor 2H2	HUMAN	40366.29
O95922	TTLL1	423	Probable tubulin polyglutamylase TTLL1	HUMAN	56591.06
O95925	EPPIN	133	Eppin	HUMAN	17661.99
O95926	SYF2	243	Pre-mRNA-splicing factor SYF2	HUMAN	33082.46
O95931	CBX7	251	Chromobox protein homolog 7	HUMAN	32844.62
O95932	TGM6	706	Protein-glutamine gamma-glutamyltransferase 6	HUMAN	92014.3299999998
O95935	TBX18	607	T-box transcription factor TBX18	HUMAN	75670.7599999999
O95936	EOMES	686	Eomesodermin homolog	HUMAN	85073.3200000001
O95944	NCR2	276	Natural cytotoxicity triggering receptor 2	HUMAN	35631.74
O95947	TBX6	436	T-box transcription factor TBX6	HUMAN	54882.5599999999
O95948	ONECUT2	504	One cut domain family member 2	HUMAN	63365.6099999999
O95954	FTCD	541	Formimidoyltransferase-cyclodeaminase	HUMAN	68655.8799999999
O95965	ITGBL1	494	Integrin beta-like protein 1	HUMAN	62804.0000000001
O95967	EFEMP2	443	EGF-containing fibulin-like extracellular matrix protein 2	HUMAN	57369.02
O95968	SCGB1D1	90	Secretoglobin family 1D member 1	HUMAN	11501.69
O95969	SCGB1D2	90	Secretoglobin family 1D member 2	HUMAN	11528.63
O95970	LGI1	557	Leucine-rich glioma-inactivated protein 1	HUMAN	73835.3600000001
O95971	CD160	181	CD160 antigen	HUMAN	23052.91
O95972	BMP15	392	Bone morphogenetic protein 15	HUMAN	52099.58
O95976	IGSF6	241	Immunoglobulin superfamily member 6	HUMAN	31336.85
O95977	S1PR4	384	Sphingosine 1-phosphate receptor 4	HUMAN	48523.7399999999
O95980	RECK	971	Reversion-inducing cysteine-rich protein with Kazal motifs	HUMAN	123934.02
O95983	MBD3	291	Methyl-CpG-binding domain protein 3	HUMAN	38068.98
O95985	TOP3B	862	DNA topoisomerase 3-beta-1	HUMAN	112174.57
O95988	TCL1B	128	T-cell leukemia/lymphoma protein 1B	HUMAN	17133.85
O95989	NUDT3	172	Diphosphoinositol polyphosphate phosphohydrolase 1	HUMAN	22551.78
O95990	FAM107A	144	Actin-associated protein FAM107A	HUMAN	20031.46
O95992	CH25H	272	Cholesterol 25-hydroxylase	HUMAN	36627.61
O95994	AGR2	175	Anterior gradient protein 2 homolog	HUMAN	23114.18
O95995	GAS8	478	Dynein regulatory complex subunit 4	HUMAN	64949.6800000001
O95996	APC2	2303	Adenomatous polyposis coli protein 2	HUMAN	285423.090000002
O95997	PTTG1	202	Securin	HUMAN	25645.69
O95998	IL18BP	194	Interleukin-18-binding protein	HUMAN	24576.5
O95999	BCL10	233	B-cell lymphoma/leukemia 10	HUMAN	30431.37
O96000	NDUFB10	172	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	HUMAN	23857.58
O96001	PPP1R17	155	Protein phosphatase 1 regulatory subunit 17	HUMAN	20640.19
O96002	CXorf1	111	Putative transmembrane protein CXorf1	HUMAN	15433.69
O96004	HAND1	215	Heart- and neural crest derivatives-expressed protein 1	HUMAN	27482.42
O96005	CLPTM1	669	Cleft lip and palate transmembrane protein 1	HUMAN	88131.9000000001
O96006	ZBED1	694	Zinc finger BED domain-containing protein 1	HUMAN	90641.33
O96007	MOCS2	188	Molybdopterin synthase catalytic subunit	HUMAN	24313.09
O96008	TOMM40	361	Mitochondrial import receptor subunit TOM40 homolog	HUMAN	44379.2100000001
O96009	NAPSA	420	Napsin-A	HUMAN	52935.7
O96011	PEX11B	259	Peroxisomal membrane protein 11B	HUMAN	33079.77
O96013	PAK4	591	Serine/threonine-protein kinase PAK 4	HUMAN	74701.8799999999
O96014	WNT11	354	Protein Wnt-11	HUMAN	45539.4000000001
O96015	DNAL4	105	Dynein light chain 4, axonemal	HUMAN	13882.51
O96017	CHEK2	543	Serine/threonine-protein kinase Chk2	HUMAN	70679.8900000001
O96018	APBA3	575	Amyloid-beta A4 precursor protein-binding family A member 3	HUMAN	71795.96
O96019	ACTL6A	429	Actin-like protein 6A	HUMAN	55172.22
O96020	CCNE2	404	G1/S-specific cyclin-E2	HUMAN	54018.1300000001
O96024	B3GALT4	378	Beta-1,3-galactosyltransferase 4	HUMAN	48329.28
O96028	NSD2	1365	Histone-lysine N-methyltransferase NSD2	HUMAN	176833.03
O97980	HMHB1	41	Minor histocompatibility protein HB-1	HUMAN	5685.16
P00156	MT-CYB	380	Cytochrome b	HUMAN	49546.14
P00167	CYB5A	134	Cytochrome b5	HUMAN	17726.36
P00325	ADH1B	375	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	HUMAN	46592.96
P00326	ADH1C	375	Alcohol dehydrogenase 1C	HUMAN	46606.02
P00338	LDHA	332	L-lactate dehydrogenase A chain	HUMAN	42652.45
P00352	ALDH1A1	501	Retinal dehydrogenase 1	HUMAN	63870.4100000001
P00367	GLUD1	558	Glutamate dehydrogenase 1, mitochondrial	HUMAN	71433.34
P00374	DHFR	187	Dihydrofolate reductase	HUMAN	24803.83
P00387	CYB5R3	301	NADH-cytochrome b5 reductase 3	HUMAN	39639.96
P00390	GSR	522	Glutathione reductase, mitochondrial	HUMAN	65643.9400000001
P00395	MT-CO1	513	Cytochrome c oxidase subunit 1	HUMAN	66266.1500000001
P00403	MT-CO2	227	Cytochrome c oxidase subunit 2	HUMAN	29636.95
P00414	MT-CO3	261	Cytochrome c oxidase subunit 3	HUMAN	34635.17
P00439	PAH	452	Phenylalanine-4-hydroxylase	HUMAN	59987.72
P00441	SOD1	154	Superoxide dismutase [Cu-Zn]	HUMAN	18692.41
P00450	CP	1065	Ceruloplasmin	HUMAN	141375.06
P00451	F8	2351	Coagulation factor VIII	HUMAN	309348.56
P00480	OTC	354	Ornithine carbamoyltransferase, mitochondrial	HUMAN	46295.18
P00488	F13A1	732	Coagulation factor XIII A chain	HUMAN	96437.5599999999
P00491	PNP	289	Purine nucleoside phosphorylase	HUMAN	37306.78
P00492	HPRT1	218	Hypoxanthine-guanine phosphoribosyltransferase	HUMAN	28489.12
P00505	GOT2	430	Aspartate aminotransferase, mitochondrial	HUMAN	55247.02
P00519	ABL1	1130	Tyrosine-protein kinase ABL1	HUMAN	143213.19
P00533	EGFR	1210	Epidermal growth factor receptor	HUMAN	156060.05
P00540	MOS	346	Proto-oncogene serine/threonine-protein kinase mos	HUMAN	44035.5
P00558	PGK1	417	Phosphoglycerate kinase 1	HUMAN	52109.88
P00568	AK1	194	Adenylate kinase isoenzyme 1	HUMAN	25112.08
P00709	LALBA	142	Alpha-lactalbumin	HUMAN	18765.4
P00734	F2	622	Prothrombin	HUMAN	81225.37
P00736	C1R	705	Complement C1r subcomponent	HUMAN	92802.4600000001
P00738	HP	406	Haptoglobin	HUMAN	52502.3000000001
P00739	HPR	348	Haptoglobin-related protein	HUMAN	45281.56
P00740	F9	461	Coagulation factor IX	HUMAN	60066.1900000001
P00742	F10	488	Coagulation factor X	HUMAN	63505.9300000001
P00746	CFD	253	Complement factor D	HUMAN	31573.36
P00747	PLG	810	Plasminogen	HUMAN	105144.46
P00748	F12	615	Coagulation factor XII	HUMAN	78854.59
P00749	PLAU	431	Urokinase-type plasminogen activator	HUMAN	56254.7200000001
P00750	PLAT	562	Tissue-type plasminogen activator	HUMAN	73024.57
P00751	CFB	764	Complement factor B	HUMAN	99279.77
P00797	REN	406	Renin	HUMAN	52354.25
P00813	ADA	363	Adenosine deaminase	HUMAN	47286.66
P00846	MT-ATP6	226	ATP synthase subunit a	HUMAN	28871.17
P00915	CA1	261	Carbonic anhydrase 1	HUMAN	33554.54
P00918	CA2	260	Carbonic anhydrase 2	HUMAN	33912.46
P00966	ASS1	412	Argininosuccinate synthase	HUMAN	53935.32
P00973	OAS1	400	2'-5'-oligoadenylate synthase 1	HUMAN	53217.3
P00995	SPINK1	79	Serine protease inhibitor Kazal-type 1	HUMAN	9912.12
P01008	SERPINC1	464	Antithrombin-III	HUMAN	60944.2
P01009	SERPINA1	418	Alpha-1-antitrypsin	HUMAN	54249.6900000001
P01011	SERPINA3	423	Alpha-1-antichymotrypsin	HUMAN	55254.1
P01019	AGT	485	Angiotensinogen	HUMAN	61874.6200000001
P01023	A2M	1474	Alpha-2-macroglobulin	HUMAN	189829.749999999
P01024	C3	1663	Complement C3	HUMAN	217092.219999999
P01031	C5	1676	Complement C5	HUMAN	218483.589999999
P01033	TIMP1	207	Metalloproteinase inhibitor 1	HUMAN	26882.38
P01034	CST3	146	Cystatin-C	HUMAN	18411.72
P01036	CST4	141	Cystatin-S	HUMAN	18736.74
P01037	CST1	141	Cystatin-SN	HUMAN	18910.04
P01040	CSTA	98	Cystatin-A	HUMAN	12754.15
P01042	KNG1	644	Kininogen-1	HUMAN	83542.2300000001
P01100	FOS	380	Proto-oncogene c-Fos	HUMAN	47523.6199999999
P01106	MYC	439	Myc proto-oncogene protein	HUMAN	56695.26
P01111	NRAS	189	GTPase NRas	HUMAN	24616.4
P01112	HRAS	189	GTPase HRas	HUMAN	24685.36
P01116	KRAS	189	GTPase KRas	HUMAN	25043.04
P01127	PDGFB	241	Platelet-derived growth factor subunit B	HUMAN	31607.49
P01130	LDLR	860	Low-density lipoprotein receptor	HUMAN	110852.82
P01133	EGF	1207	Pro-epidermal growth factor	HUMAN	155722.86
P01135	TGFA	160	Protransforming growth factor alpha	HUMAN	19870.83
P01137	TGFB1	390	Transforming growth factor beta-1 proprotein	HUMAN	51349.6900000001
P01138	NGF	241	Beta-nerve growth factor	HUMAN	31282.81
P01148	GNRH1	92	Progonadoliberin-1	HUMAN	12019.48
P01160	NPPA	151	Natriuretic peptides A	HUMAN	19098.13
P01178	OXT	125	Oxytocin-neurophysin 1	HUMAN	14955.91
P01185	AVP	164	Vasopressin-neurophysin 2-copeptin	HUMAN	20261.54
P01189	POMC	267	Pro-opiomelanocortin	HUMAN	34216.36
P01210	PENK	267	Proenkephalin-A	HUMAN	35579.38
P01213	PDYN	254	Proenkephalin-B	HUMAN	32943.4
P01215	CGA	116	Glycoprotein hormones alpha chain	HUMAN	15147.09
P01222	TSHB	138	Thyrotropin subunit beta	HUMAN	18107.68
P01225	FSHB	129	Follitropin subunit beta	HUMAN	17006.18
P01229	LHB	141	Lutropin subunit beta	HUMAN	17867.69
P01236	PRL	227	Prolactin	HUMAN	29947.69
P01241	GH1	217	Somatotropin	HUMAN	28738.91
P01242	GH2	217	Growth hormone variant	HUMAN	28891.24
P01258	CALCA	141	Calcitonin	HUMAN	17989.8
P01266	TG	2768	Thyroglobulin	HUMAN	354642.950000001
P01270	PTH	115	Parathyroid hormone	HUMAN	14915.05
P01275	GCG	180	Pro-glucagon	HUMAN	24134.2
P01282	VIP	170	VIP peptides	HUMAN	22213.49
P01286	GHRH	108	Somatoliberin	HUMAN	14375.18
P01298	PPY	95	Pancreatic prohormone	HUMAN	12138.78
P01303	NPY	97	Pro-neuropeptide Y	HUMAN	12581.07
P01308	INS	110	Insulin	HUMAN	13944.83
P01344	IGF2	180	Insulin-like growth factor II	HUMAN	23365.33
P01350	GAST	101	Gastrin	HUMAN	13195.42
P01374	LTA	205	Lymphotoxin-alpha	HUMAN	25972.23
P01375	TNF	233	Tumor necrosis factor	HUMAN	29824.35
P01562	IFNA1	189	Interferon alpha-1/13	HUMAN	25112.26
P01563	IFNA2	188	Interferon alpha-2	HUMAN	24919.17
P01566	IFNA10	189	Interferon alpha-10	HUMAN	25222.35
P01567	IFNA7	189	Interferon alpha-7	HUMAN	25493.69
P01568	IFNA21	189	Interferon alpha-21	HUMAN	25128.31
P01569	IFNA5	189	Interferon alpha-5	HUMAN	25329.59
P01570	IFNA14	189	Interferon alpha-14	HUMAN	25449.8
P01571	IFNA17	189	Interferon alpha-17	HUMAN	25115.25
P01574	IFNB1	187	Interferon beta	HUMAN	25645.07
P01579	IFNG	166	Interferon gamma	HUMAN	22321.09
P01583	IL1A	271	Interleukin-1 alpha	HUMAN	35471.18
P01584	IL1B	269	Interleukin-1 beta	HUMAN	35576.43
P01588	EPO	193	Erythropoietin	HUMAN	24766.07
P01589	IL2RA	272	Interleukin-2 receptor subunit alpha	HUMAN	35701.59
P01591	JCHAIN	159	Immunoglobulin J chain	HUMAN	20945.29
P01593	IGKV1D-33	117	Immunoglobulin kappa variable 1D-33	HUMAN	14938.45
P01594	IGKV1-33	117	Immunoglobulin kappa variable 1-33	HUMAN	14938.45
P01597	IGKV1-39	117	Immunoglobulin kappa variable 1-39	HUMAN	14827.4
P01599	IGKV1-17	117	Immunoglobulin kappa variable 1-17	HUMAN	14868.47
